*alb-dmz1.massey,131.203.16.10,2,u,517,1024,377,361.977,0.849,1.486
-ns10.ihug.net,54.231.122.207,3,u,108,1024,377,269.939,-59.87,91.423
-ntp2.tpgi.com.a,198.60.22.240,2,u,170,1024,377,307.241,12.291,1.321
+203.109.135.194,131.203.16.6,2,u,670,1024,377,278.888,-0.564,2.456
+ns2.compass.net,130.123.2.98,3,u,30,1024,377,290.871,0.848,0.811
-ntp1.tpgi.com.a,216.229.0.179,2,u,25,1024,377,339.009,-7.514,2.764
-ntp.tourism.wa.,218.100.43.70,2,u,192,1024,377,364.703,4.144,1.439
*alb-dmz1.massey,131.203.16.10,2,u,209,1024,377,362.144,1.001,1.186
-ns10.ihug.net,81.138.235.128,4,u,821,1024,377,270.229,-181.68,100.031
-ntp2.tpgi.com.a,198.60.22.240,2,u,907,1024,377,307.208,12.123,0.882
*203.109.135.194,131.203.16.6,2,u,323,1024,377,278.911,2.828,2.561
+ns2.compass.net,130.123.2.98,3,u,792,1024,377,290.93,1.144,0.762
-ntp1.tpgi.com.a,216.229.0.179,2,u,740,1024,377,338.873,-5.065,4.359
-ntp.tourism.wa.,218.100.43.70,2,u,926,1024,377,359.535,6.78,3.574
+alb-dmz1.massey,131.203.16.10,2,u,980,1024,377,362.144,1.001,0.951
-ns10.ihug.net,97.17.238.11,3,u,542,1024,377,269.954,-101.14,79.683
-ntp2.tpgi.com.a,198.60.22.240,2,u,628,1024,377,307.182,11.529,0.779
*203.109.135.194,131.203.16.6,2,u,27,1024,377,278.944,-0.602,2.439
+ns2.compass.net,130.123.2.98,3,u,433,1024,377,291.585,0.826,0.472
-ntp1.tpgi.com.a,216.229.0.179,2,u,439,1024,377,338.913,-4.111,3.586
-ntp.tourism.wa.,130.95.179.80,2,u,635,1024,377,358.899,7.116,2.893
+alb-dmz1.massey,131.203.16.10,2,u,685,1024,377,362.064,0.966,0.341
-ns10.ihug.net,97.17.238.11,3,u,229,1024,377,270.038,-77.306,63.991
-ntp2.tpgi.com.a,198.60.22.240,2,u,322,1024,377,307.03,11.418,0.847
*203.109.135.194,131.203.16.6,2,u,799,1024,377,278.804,0.881,1.392
+ns2.compass.net,130.123.2.98,3,u,76,1024,377,291.025,1.424,0.503
-ntp1.tpgi.com.a,216.229.0.179,2,u,163,1024,377,338.81,-4.096,2.291
-ntp.tourism.wa.,218.100.43.70,2,u,321,1024,377,359.735,6.824,1.881
+alb-dmz1.massey,132.181.2.72,2,u,365,1024,377,362.026,1.15,0.343
-ns10.ihug.net,157.97.221.245,3,u,947,1024,377,270.023,-172.83,82.245
-ntp2.tpgi.com.a,198.60.22.240,2,u,1,1024,377,308.606,11.886,0.667
+203.109.135.194,131.203.16.6,2,u,533,1024,377,278.831,1.415,1.095
+ns2.compass.net,130.123.2.98,3,u,799,1024,377,290.908,1.866,0.702
-ntp1.tpgi.com.a,216.229.0.179,2,u,879,1024,377,338.85,-4.482,1.393
-ntp.tourism.wa.,130.95.179.80,2,u,1067,1024,377,360.551,8.287,2.735
*alb-dmz1.massey,131.203.16.6,2,u,39,1024,377,361.971,1.348,0.411
-ns10.ihug.net,14.63.103.244,3,u,610,1024,377,269.923,-96.686,74.711
-ntp2.tpgi.com.a,198.60.22.240,2,u,749,1024,377,308.606,11.886,0.628
*203.109.135.194,131.203.16.6,2,u,207,1024,377,278.851,1.713,1.018
+ns2.compass.net,130.123.2.98,3,u,438,1024,377,290.979,1.877,0.523
-ntp1.tpgi.com.a,216.229.0.179,2,u,601,1024,377,338.965,-4.729,0.569
-ntp.tourism.wa.,130.95.179.80,2,u,756,1024,377,359.726,8.035,1.065
+alb-dmz1.massey,131.203.16.6,2,u,800,1024,377,361.971,1.348,0.391
-ns10.ihug.net,243.8.64.134,3,u,334,1024,377,269.935,-58.755,91.941
-ntp2.tpgi.com.a,198.60.22.240,2,u,430,1024,377,308.521,11.771,0.6
*203.109.135.194,131.203.16.6,2,u,954,1024,377,278.725,-1.06,2.393
+ns2.compass.net,130.123.2.98,3,u,98,1024,377,290.813,1.385,0.438
-ntp1.tpgi.com.a,203.26.24.6,3,u,289,1024,377,338.85,-6.644,2.185
-ntp.tourism.wa.,130.95.179.80,2,u,465,1024,377,360.608,7.387,0.684
+alb-dmz1.massey,132.181.2.72,2,u,514,1024,377,362.027,1.298,0.271
-ns10.ihug.net,112.169.138.16,4,u,15,1024,377,266.975,-144.72,78.223
-ntp2.tpgi.com.a,198.60.22.240,2,u,146,1024,377,308.362,11.664,0.596
-203.109.135.194,131.203.16.6,2,u,625,1024,377,278.791,-5.646,6.197
+ns2.compass.net,130.123.2.98,3,u,851,1024,377,290.813,1.385,0.385
-ntp1.tpgi.com.a,203.26.24.6,3,u,1019,1024,377,338.85,-6.644,1.892
+ntp.tourism.wa.,130.95.179.80,2,u,164,1024,377,359.657,7.74,0.425
*alb-dmz1.massey,131.203.16.10,2,u,219,1024,377,361.97,1.342,0.116
-ns10.ihug.net,175.147.154.12,4,u,758,1024,377,267.015,-48.161,101.614
-ntp2.tpgi.com.a,198.60.22.240,2,u,921,1024,377,308.362,11.664,0.474
+203.109.135.194,131.203.16.6,2,u,324,1024,377,278.801,-3.934,3.803
+ns2.compass.net,130.123.2.98,3,u,578,1024,377,290.783,0.702,0.874
-ntp1.tpgi.com.a,203.26.24.6,3,u,734,1024,377,338.858,-8.133,2.558
-ntp.tourism.wa.,218.100.43.70,2,u,892,1024,377,359.657,7.74,0.55
*alb-dmz1.massey,131.203.16.10,2,u,987,1024,377,361.999,1.141,0.26
-ns10.ihug.net,121.154.68.53,3,u,452,1024,377,266.953,-76.083,47
+ntp2.tpgi.com.a,198.60.22.240,2,u,572,1024,377,308.399,11.182,0.544
-203.109.135.194,131.203.16.6,2,u,34,1024,377,278.762,-7.348,4.708
-ns2.compass.net,130.123.2.98,3,u,262,1024,377,290.705,0.669,0.671
-ntp1.tpgi.com.a,216.229.0.179,3,u,424,1024,377,338.878,-8.968,2.343
+ntp.tourism.wa.,130.95.179.80,2,u,601,1024,377,360.553,6.575,0.969
*alb-dmz1.massey,131.203.16.10,2,u,655,1024,377,361.978,0.542,0.632
-ns10.ihug.net,144.106.90.30,3,u,182,1024,377,267.024,-140.68,62.565
+ntp2.tpgi.com.a,198.60.22.240,2,u,240,1024,377,308.325,9.335,2.007
-203.109.135.194,131.203.16.6,2,u,810,1024,377,278.803,-9.532,5.123
-ns2.compass.net,130.123.2.98,3,u,12,1024,377,290.795,-0.723,1.484
-ntp1.tpgi.com.a,216.229.0.179,2,u,161,1024,377,338.87,-11.298,2.985
*ntp.tourism.wa.,218.100.43.70,2,u,254,1024,377,359.637,5.419,1.675
+alb-dmz1.massey,131.203.16.10,2,u,378,1024,377,361.949,-1.459,2.312
-ns10.ihug.net,140.197.182.24,3,u,939,1024,377,267.039,-117.17,43.34
-ntp2.tpgi.com.a,198.60.22.240,2,u,956,1024,377,308.325,9.335,1.799
+203.109.135.194,131.203.16.6,2,u,535,1024,377,278.764,-13.08,6.83
-ns2.compass.net,130.123.2.98,3,u,768,1024,377,290.854,-1.289,1.724
+ntp1.tpgi.com.a,216.229.0.179,2,u,930,1024,377,338.87,-11.298,2.412
-ntp.tourism.wa.,218.100.43.70,2,u,1015,1024,377,359.637,5.419,16.738
*alb-dmz1.massey,131.203.16.10,2,u,93,1024,377,361.86,-0.273,1.011
-ns10.ihug.net,79.143.135.95,4,u,673,1024,377,266.955,-88.309,39.233
-ntp2.tpgi.com.a,198.60.22.240,2,u,598,1024,377,309.197,11.862,1.871
+203.109.135.194,131.203.16.6,2,u,273,1024,377,278.789,-12.27,4.784
-ns2.compass.net,130.123.2.98,3,u,472,1024,377,290.761,0.787,1.327
+ntp1.tpgi.com.a,216.229.0.179,2,u,619,1024,377,338.827,-7.687,2.552
-ntp.tourism.wa.,218.100.43.70,2,u,717,1024,377,360.343,7.932,15.818
*alb-dmz1.massey,131.203.16.10,2,u,850,1024,377,361.86,-0.273,1.075
-ns10.ihug.net,106.193.38.229,3,u,346,1024,377,267.133,-134.14,40.391
-ntp2.tpgi.com.a,198.60.22.240,2,u,323,1024,377,307.128,10.519,1.056
+203.109.135.194,131.203.16.6,2,u,1044,1024,377,278.769,-9.518,2.155
-ns2.compass.net,130.123.2.98,3,u,149,1024,377,290.85,1.674,1.92
+ntp1.tpgi.com.a,216.229.0.179,2,u,303,1024,377,338.81,-8.23,2.041
-ntp.tourism.wa.,130.95.179.80,2,u,386,1024,377,360.936,6.495,16.286
*alb-dmz1.massey,131.203.16.10,2,u,510,1024,377,362.005,0.809,1.37
-ns10.ihug.net,153.124.162.18,4,u,38,1024,377,267.12,-66.724,48.885
+ntp2.tpgi.com.a,198.60.22.240,2,u,8,1024,377,307.018,13.76,3.42
-203.109.135.194,131.203.16.6,2,u,743,1024,377,278.862,-13.968,4.705
-ns2.compass.net,130.123.2.98,3,u,911,1024,377,290.842,3.395,3.268
-ntp1.tpgi.com.a,216.229.0.179,2,u,50,1024,377,338.839,-6.528,3.028
+ntp.tourism.wa.,130.95.179.80,2,u,24,1024,377,374.641,16.834,15.645
*alb-dmz1.massey,131.203.16.10,2,u,222,1024,377,361.889,1.277,1.739
-ns10.ihug.net,91.66.19.160,4,u,806,1024,377,267.151,-88.711,31.681
-ntp2.tpgi.com.a,198.60.22.240,2,u,742,1024,377,307.018,13.76,2.985
-203.109.135.194,131.203.16.6,2,u,446,1024,377,278.734,-17.909,5.845
+ns2.compass.net,130.123.2.98,3,u,608,1024,377,290.782,4.933,3.578
-ntp1.tpgi.com.a,216.229.0.179,2,u,800,1024,377,338.892,-4.784,3.772
+ntp.tourism.wa.,130.95.179.80,2,u,795,1024,377,361.479,10.023,16.546
*alb-dmz1.massey,131.203.16.10,2,u,979,1024,377,361.956,2.839,2.55
-ns10.ihug.net,108.44.143.84,3,u,507,1024,377,267.104,-153.23,55.212
-ntp2.tpgi.com.a,198.60.22.240,2,u,456,1024,377,307.052,10.963,1.915
-203.109.135.194,131.203.16.6,2,u,144,1024,377,278.862,-13.691,4.353
+ns2.compass.net,130.123.2.98,3,u,328,1024,377,290.828,1.738,1.896
-ntp1.tpgi.com.a,216.229.0.179,2,u,435,1024,377,338.887,-9.282,3.013
+ntp.tourism.wa.,130.95.179.80,2,u,509,1024,377,361.344,4.663,9.663
*alb-dmz1.massey,131.203.16.10,2,u,697,1024,377,361.924,0.69,1.78
-ns10.ihug.net,160.223.83.130,3,u,198,1024,377,267.076,33.671,128.891
+ntp2.tpgi.com.a,198.60.22.240,2,u,117,1024,377,307.104,8.595,3.345
-203.109.135.194,131.203.16.6,2,u,860,1024,377,278.862,-13.691,3.943
-ns2.compass.net,130.123.2.98,3,u,45,1024,377,290.805,-0.981,3.8
-ntp1.tpgi.com.a,216.229.0.179,2,u,109,1024,377,338.938,-9.241,2.922
*ntp.tourism.wa.,130.95.179.80,2,u,195,1024,377,361.709,4.024,9.976
+alb-dmz1.massey,131.203.16.10,2,u,389,1024,377,362.18,-1.857,3.337
-ns10.ihug.net,160.223.83.130,3,u,957,1024,377,267.084,-99.771,61.427
-ntp2.tpgi.com.a,198.60.22.240,2,u,832,1024,377,307.104,8.595,3.392
-203.109.135.194,131.203.16.6,2,u,530,1024,377,278.842,-12.868,4.182
+ns2.compass.net,130.123.2.98,3,u,778,1024,377,290.741,-0.618,3.389
-ntp1.tpgi.com.a,216.229.0.179,2,u,877,1024,377,338.903,-9.507,3.075
+ntp.tourism.wa.,130.95.179.80,2,u,928,1024,377,361.433,3.361,10.377
*alb-dmz1.massey,131.203.16.6,2,u,43,1024,377,361.95,-2.5,3.461
-ns10.ihug.net,90.122.116.58,3,u,619,1024,377,267.652,-240.72,165.718
+ntp2.tpgi.com.a,198.60.22.240,2,u,493,1024,377,313.271,10.837,2.103
+203.109.135.194,131.203.16.6,2,u,219,1024,377,279.76,7.744,20.07
-ns2.compass.net,130.123.2.98,3,u,435,1024,377,290.817,-0.612,2.193
-ntp1.tpgi.com.a,216.229.0.179,2,u,544,1024,377,338.897,-9.419,2.204
*ntp.tourism.wa.,218.100.43.70,2,u,631,1024,377,360.642,3.693,2.678
-alb-dmz1.massey,131.203.16.6,2,u,808,1024,377,362.012,-2.564,2.847
ns10.ihug.net,69.135.230.28,3,u,298,1024,376,267.652,-240.72,158.253
+ntp2.tpgi.com.a,198.60.22.240,2,u,166,1024,377,308.351,9.319,1.341
+203.109.135.194,131.203.16.6,2,u,988,1024,377,279.76,7.744,17.573
-ns2.compass.net,130.123.2.98,3,u,168,1024,377,290.901,0.498,1.164
-ntp1.tpgi.com.a,216.229.0.179,2,u,276,1024,377,338.803,-9.271,0.729
*ntp.tourism.wa.,218.100.43.70,2,u,359,1024,377,360.934,5.081,1.647
-alb-dmz1.massey,131.203.16.10,2,u,503,1024,377,361.913,-2.541,0.735
-ns10.ihug.net,88.227.207.157,2,u,1068,1024,375,266.238,-41.605,109.905
-ntp2.tpgi.com.a,198.60.22.240,2,u,930,1024,377,310.541,8.544,1.723
-203.109.135.194,131.203.16.6,2,u,720,1024,377,279.762,4.814,11.261
+ns2.compass.net,130.123.2.98,3,u,891,1024,377,290.944,-1.349,1.183
-ntp1.tpgi.com.a,216.229.0.179,2,u,13,1024,377,338.917,-11.393,2.303
*ntp.tourism.wa.,218.100.43.70,2,u,28,1024,377,360.704,0.575,2.995
+alb-dmz1.massey,131.203.16.6,2,u,183,1024,377,361.898,-4.008,1.758
-ns10.ihug.net,10.174.103.85,3,u,702,1024,367,266.256,-111.47,74.189
-ntp2.tpgi.com.a,198.60.22.240,2,u,601,1024,377,308.203,5.088,4.431
+203.109.135.194,131.203.16.6,2,u,385,1024,377,279.818,-1.75,6.692
-ns2.compass.net,130.123.2.98,3,u,554,1024,377,290.912,-4.095,3.178
-ntp1.tpgi.com.a,216.229.0.179,2,u,742,1024,377,338.896,-11.352,2.119
+ntp.tourism.wa.,218.100.43.70,2,u,740,1024,377,360.704,0.575,2.714
*alb-dmz1.massey,131.203.16.6,2,u,938,1024,377,361.938,-5.081,2.411
-ns10.ihug.net,25.0.127.187,3,u,378,1024,337,266.018,-111.57,80.373
-ntp2.tpgi.com.a,198.60.22.240,2,u,267,1024,377,308.241,5.015,3.194
+203.109.135.194,131.203.16.6,2,u,93,1024,377,281.532,-1.024,6.707
-ns2.compass.net,130.123.2.98,3,u,280,1024,377,290.94,-5.074,3.302
-ntp1.tpgi.com.a,216.229.0.179,2,u,420,1024,377,338.856,-11.06,1.674
+ntp.tourism.wa.,218.100.43.70,2,u,381,1024,377,360.55,0.587,2.206
*alb-dmz1.massey,131.203.16.6,2,u,603,1024,377,361.885,-5.307,2.213
-ns10.ihug.net,204.1.8.141,3,u,31,1024,177,276.971,-52.743,74.859
-ntp2.tpgi.com.a,198.60.22.240,2,u,999,1024,377,308.241,5.015,2.261
-203.109.135.194,131.203.16.6,2,u,833,1024,377,307.913,10.422,24.974
+ns2.compass.net,130.123.2.98,3,u,1045,1024,377,290.795,-5.852,3.299
+ntp1.tpgi.com.a,216.229.0.179,2,u,123,1024,377,338.882,-11.418,0.902
-ntp.tourism.wa.,130.95.179.80,2,u,45,1024,377,360.612,0.136,1.111
*alb-dmz1.massey,131.203.16.10,2,u,270,1024,377,361.969,-6.47,2.006
-ns10.ihug.net,204.1.8.141,3,u,758,1024,377,278.445,-94.757,56.354
-ntp2.tpgi.com.a,198.60.22.240,2,u,681,1024,377,308.262,4.621,1.117
+203.109.135.194,131.203.16.6,2,u,552,1024,377,285.35,-4.273,29.428
+ns2.compass.net,130.123.2.98,3,u,761,1024,377,292.13,-4.043,1.021
-ntp1.tpgi.com.a,216.229.0.179,2,u,877,1024,377,338.847,-10.631,0.698
-ntp.tourism.wa.,130.95.179.80,2,u,816,1024,377,361.471,1.143,1.013
*alb-dmz1.massey,131.203.16.10,2,u,1022,1024,377,361.969,-6.47,1.417
-ns10.ihug.net,105.174.28.51,2,u,477,1024,377,271.014,-215.27,129.686
-ntp2.tpgi.com.a,198.60.22.240,2,u,376,1024,377,308.188,7.798,2.656
+203.109.135.194,131.203.16.6,2,u,227,1024,377,282.849,0.017,27.585
-ns2.compass.net,130.123.2.98,3,u,439,1024,377,290.844,-3.68,1.131
-ntp1.tpgi.com.a,203.26.24.6,3,u,578,1024,377,338.857,-10.237,0.974
*ntp.tourism.wa.,130.95.179.80,2,u,478,1024,377,361.763,2.05,1.785
+alb-dmz1.massey,132.181.2.72,2,u,702,1024,377,361.976,-3.281,2.184
-ns10.ihug.net,208.252.49.98,2,u,188,1024,377,272.946,-37.036,86.157
-ntp2.tpgi.com.a,198.60.22.240,2,u,74,1024,377,308.29,8.464,2.705
+203.109.135.194,131.203.16.6,2,u,948,1024,377,282.849,0.017,58.054
-ns2.compass.net,130.123.2.98,3,u,89,1024,377,290.878,-2.998,1.466
-ntp1.tpgi.com.a,203.26.24.6,3,u,259,1024,377,338.965,-10.289,0.767
*ntp.tourism.wa.,218.100.43.70,2,u,190,1024,377,360.862,3.835,2.789
+alb-dmz1.massey,132.181.2.72,2,u,428,1024,377,361.98,-2.569,2.484
-ns10.ihug.net,208.252.49.98,2,u,941,1024,377,275.462,-51.65,79.783
-ntp2.tpgi.com.a,198.60.22.240,2,u,833,1024,377,308.278,8.55,2.437
+203.109.135.194,131.203.16.6,2,u,688,1024,377,284.302,-6.719,62.069
+ns2.compass.net,130.123.2.98,3,u,811,1024,377,290.802,-2.694,1.466
-ntp1.tpgi.com.a,203.26.24.6,3,u,1016,1024,377,338.878,-10.877,0.605
